iter	Huber:delta=0.5
2922	0.1027934675
2923	0.1027882348
2924	0.1027739942
2925	0.1027652586
2926	0.1027571252
2927	0.1027542764
2928	0.1027483886
2929	0.1027451661
2930	0.1027434118
2931	0.1027407365
2932	0.1027332404
2933	0.1027270692
2934	0.1027195367
2935	0.1027141813
2936	0.1027018449
2937	0.1026983178
2938	0.1026949649
2939	0.1026872436
2940	0.1026831979
2941	0.102678689
2942	0.1026785617
2943	0.1026702327
2944	0.1026608772
2945	0.1026557999
2946	0.1026460236
2947	0.1026373999
2948	0.1026334386
2949	0.1026258353
2950	0.1026238596
2951	0.1026182835
2952	0.1026115668
2953	0.1026046742
2954	0.1026014338
2955	0.1025962986
2956	0.102589837
2957	0.1025854387
2958	0.1025752071
2959	0.1025703583
2960	0.1025608574
2961	0.1025543548
2962	0.1025505964
2963	0.1025487285
2964	0.1025447312
2965	0.1025401257
2966	0.102534163
2967	0.1025280133
2968	0.1025244865
2969	0.1025162302
2970	0.1025077604
2971	0.1025030191
2972	0.1024977157
2973	0.1024851871
2974	0.1024756567
2975	0.1024709201
2976	0.1024629046
2977	0.1024567608
2978	0.1024507704
2979	0.1024438124
2980	0.102440069
2981	0.1024337323
2982	0.102426831
2983	0.1024225111
2984	0.1024161548
2985	0.102408912
2986	0.1024088416
2987	0.1024029069
2988	0.1023956792
2989	0.1023886135
2990	0.1023850919
2991	0.1023812074
2992	0.1023738551
2993	0.1023684888
2994	0.1023641901
2995	0.1023603129
2996	0.1023505394
2997	0.102345041
2998	0.1023382933
2999	0.1023343907
